NT,THT,THt,THQCr,CT,Ct,DT,Dt,QmT,TT,Tt,TCr,C,Si,Mn,P,S,Ni,Cr,Cu,Mo,RedRatio,dA,dB,dC,Fatigue
870,855,30,8,30,0,30,0,30,550,60,24,0.35,0.25,0.7,0.026,0.018,0.01,1,0.02,0.16,820,0.1,0,0,592
870,855,30,8,30,0,30,0,30,550,60,24,0.37,0.29,0.76,0.017,0.009,0.12,1.01,0.12,0.16,500,0.05,0,0.02,573
870,855,30,8,30,0,30,0,30,550,60,24,0.38,0.27,0.8,0.015,0.012,0.07,1.07,0.12,0.16,1120,0.03,0,0.02,536
870,855,30,8,30,0,30,0,30,550,60,24,0.34,0.29,0.71,0.019,0.013,0.11,1.05,0.12,0.16,500,0.08,0,0,557
870,855,30,8,30,0,30,0,30,600,60,24,0.36,0.3,0.73,0.017,0.016,0.05,1.01,0.19,0.16,820,0.08,0,0.01,552
870,855,30,8,30,0,30,0,30,600,60,24,0.35,0.3,0.7,0.019,0.012,0.02,1.03,0.01,0.15,1250,0,0,0.02,519
870,855,30,8,30,0,30,0,30,600,60,24,0.36,0.27,0.79,0.012,0.007,0.03,1.03,0.04,0.17,1120,0,0,0.01,524
870,855,30,8,30,0,30,0,30,600,60,24,0.36,0.23,0.81,0.014,0.022,0.05,0.99,0.08,0.16,530,0.02,0,0,508
870,855,30,8,30,0,30,0,30,600,60,24,0.34,0.25,0.72,0.019,0.011,0.12,1.01,0.1,0.17,500,0.08,0,0.01,490
870,855,30,8,30,0,30,0,30,600,60,24,0.36,0.35,0.74,0.016,0.02,0.05,0.97,0.12,0.15,740,0.02,0,0.01,550
870,855,30,8,30,0,30,0,30,600,60,24,0.37,0.23,0.82,0.012,0.017,0.04,1.09,0.05,0.16,530,0.01,0.01,0,515
870,855,30,8,30,0,30,0,30,600,60,24,0.35,0.25,0.8,0.02,0.017,0.08,0.99,0.18,0.19,1120,0.03,0,0.01,530
870,855,30,8,30,0,30,0,30,600,60,24,0.35,0.25,0.71,0.02,0.013,0.02,1.06,0.02,0.17,1740,0.05,0,0,546
870,855,30,8,30,0,30,0,30,600,60,24,0.33,0.27,0.69,0.015,0.008,0.04,0.99,0.05,0.18,640,0.03,0,0,535
870,855,30,8,30,0,30,0,30,600,60,24,0.35,0.25,0.7,0.026,0.018,0.01,1,0.02,0.16,820,0.1,0,0,550
870,855,30,8,30,0,30,0,30,600,60,24,0.37,0.29,0.76,0.017,0.009,0.12,1.01,0.12,0.16,500,0.05,0,0.02,542
870,855,30,8,30,0,30,0,30,600,60,24,0.38,0.27,0.8,0.015,0.012,0.07,1.07,0.12,0.16,1120,0.03,0,0.02,592
870,855,30,8,30,0,30,0,30,600,60,24,0.34,0.29,0.71,0.019,0.013,0.11,1.05,0.12,0.16,500,0.08,0,0,524
870,855,30,8,30,0,30,0,30,650,60,24,0.36,0.3,0.73,0.017,0.016,0.05,1.01,0.19,0.16,820,0.08,0,0.01,497
870,855,30,8,30,0,30,0,30,650,60,24,0.35,0.3,0.7,0.019,0.012,0.02,1.03,0.01,0.15,1250,0,0,0.02,491
870,855,30,8,30,0,30,0,30,650,60,24,0.36,0.27,0.79,0.012,0.007,0.03,1.03,0.04,0.17,1120,0,0,0.01,463
870,855,30,8,30,0,30,0,30,650,60,24,0.36,0.23,0.81,0.014,0.022,0.05,0.99,0.08,0.16,530,0.02,0,0,464
870,855,30,8,30,0,30,0,30,650,60,24,0.34,0.25,0.72,0.019,0.011,0.12,1.01,0.1,0.17,500,0.08,0,0.01,459
870,855,30,8,30,0,30,0,30,650,60,24,0.36,0.35,0.74,0.016,0.02,0.05,0.97,0.12,0.15,740,0.02,0,0.01,489
870,855,30,8,30,0,30,0,30,650,60,24,0.37,0.23,0.82,0.012,0.017,0.04,1.09,0.05,0.16,530,0.01,0.01,0,477
870,855,30,8,30,0,30,0,30,650,60,24,0.35,0.25,0.8,0.02,0.017,0.08,0.99,0.18,0.19,1120,0.03,0,0.01,469
870,855,30,8,30,0,30,0,30,650,60,24,0.35,0.25,0.71,0.02,0.013,0.02,1.06,0.02,0.17,1740,0.05,0,0,496
870,855,30,8,30,0,30,0,30,650,60,24,0.33,0.27,0.69,0.015,0.008,0.04,0.99,0.05,0.18,640,0.03,0,0,467
870,855,30,8,30,0,30,0,30,650,60,24,0.35,0.25,0.7,0.026,0.018,0.01,1,0.02,0.16,820,0.1,0,0,511
870,855,30,8,30,0,30,0,30,650,60,24,0.37,0.29,0.76,0.017,0.009,0.12,1.01,0.12,0.16,500,0.05,0,0.02,490
870,855,30,8,30,0,30,0,30,650,60,24,0.38,0.27,0.8,0.015,0.012,0.07,1.07,0.12,0.16,1120,0.03,0,0.02,523
870,855,30,8,30,0,30,0,30,650,60,24,0.34,0.29,0.71,0.019,0.013,0.11,1.05,0.12,0.16,500,0.08,0,0,476
870,855,30,8,30,0,30,0,30,550,60,24,0.41,0.24,0.77,0.014,0.015,0.04,1.06,0.05,0.2,530,0.03,0,0,610
870,855,30,8,30,0,30,0,30,550,60,24,0.39,0.27,0.86,0.019,0.008,0.1,0.96,0.12,0.17,500,0.08,0,0.01,581
870,855,30,8,30,0,30,0,30,550,60,24,0.43,0.26,0.74,0.019,0.012,0.02,1.07,0.02,0.22,1740,0.06,0,0,625
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.26,0.77,0.018,0.005,0.05,0.98,0.13,0.17,610,0.05,0,0.01,562
870,855,30,8,30,0,30,0,30,550,60,24,0.41,0.24,0.8,0.015,0.024,0.03,1.02,0.1,0.18,510,0.04,0,0.01,635
870,855,30,8,30,0,30,0,30,550,60,24,0.41,0.25,0.74,0.013,0.019,0.05,0.99,0.08,0.16,700,0.03,0,0,566
870,855,30,8,30,0,30,0,30,550,60,24,0.39,0.28,0.77,0.021,0.018,0.09,1.08,0.15,0.19,1120,0.02,0,0.01,638
870,855,30,8,30,0,30,0,30,550,60,24,0.37,0.24,0.69,0.018,0.016,0.02,1,0.02,0.19,1740,0.06,0,0.01,606
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.29,0.77,0.015,0.017,0.12,1.1,0.09,0.15,500,0.09,0.01,0.01,582
870,855,30,8,30,0,30,0,30,550,60,24,0.42,0.28,0.75,0.015,0.008,0.07,1.04,0.12,0.17,820,0.04,0,0.01,634
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.26,0.74,0.024,0.017,0.13,1.01,0.15,0.17,500,0.1,0,0,585
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.25,0.87,0.011,0.015,0.07,1.06,0.11,0.18,700,0.07,0.01,0,603
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.22,0.7,0.01,0.004,0.04,0.94,0.12,0.17,820,0.02,0,0.02,625
870,855,30,8,30,0,30,0,30,550,60,24,0.4,0.25,0.74,0.014,0.028,0.24,0.96,0.1,0.18,510,0.04,0,0.03,631
870,855,30,8,30,0,30,0,30,550,60,24,0.44,0.26,0.75,0.017,0.012,0.02,1.05,0.02,0.21,1740,0.04,0,0,625
870,855,30,8,30,0,30,0,30,600,60,24,0.41,0.24,0.77,0.014,0.015,0.04,1.06,0.05,0.2,530,0.03,0,0,551
870,855,30,8,30,0,30,0,30,600,60,24,0.39,0.27,0.86,0.019,0.008,0.1,0.96,0.12,0.17,500,0.08,0,0.01,539
870,855,30,8,30,0,30,0,30,600,60,24,0.43,0.26,0.74,0.019,0.012,0.02,1.07,0.02,0.22,1740,0.06,0,0,564
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.26,0.77,0.018,0.005,0.05,0.98,0.13,0.17,610,0.05,0,0.01,550
870,855,30,8,30,0,30,0,30,600,60,24,0.41,0.24,0.8,0.015,0.024,0.03,1.02,0.1,0.18,510,0.04,0,0.01,590
870,855,30,8,30,0,30,0,30,600,60,24,0.41,0.25,0.74,0.013,0.019,0.05,0.99,0.08,0.16,700,0.03,0,0,527
870,855,30,8,30,0,30,0,30,600,60,24,0.39,0.28,0.77,0.021,0.018,0.09,1.08,0.15,0.19,1120,0.02,0,0.01,557
870,855,30,8,30,0,30,0,30,600,60,24,0.37,0.24,0.69,0.018,0.016,0.02,1,0.02,0.19,1740,0.06,0,0.01,551
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.29,0.77,0.015,0.017,0.12,1.1,0.09,0.15,500,0.09,0.01,0.01,583
870,855,30,8,30,0,30,0,30,600,60,24,0.42,0.28,0.75,0.015,0.008,0.07,1.04,0.12,0.17,820,0.04,0,0.01,570
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.26,0.74,0.024,0.017,0.13,1.01,0.15,0.17,500,0.1,0,0,543
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.25,0.87,0.011,0.015,0.07,1.06,0.11,0.18,700,0.07,0.01,0,543
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.22,0.7,0.01,0.004,0.04,0.94,0.12,0.17,820,0.02,0,0.02,563
870,855,30,8,30,0,30,0,30,600,60,24,0.4,0.25,0.74,0.014,0.028,0.24,0.96,0.1,0.18,510,0.04,0,0.03,577
870,855,30,8,30,0,30,0,30,600,60,24,0.44,0.26,0.75,0.017,0.012,0.02,1.05,0.02,0.21,1740,0.04,0,0,578
870,855,30,8,30,0,30,0,30,650,60,24,0.41,0.24,0.77,0.014,0.015,0.04,1.06,0.05,0.2,530,0.03,0,0,490
870,855,30,8,30,0,30,0,30,650,60,24,0.39,0.27,0.86,0.019,0.008,0.1,0.96,0.12,0.17,500,0.08,0,0.01,496
870,855,30,8,30,0,30,0,30,650,60,24,0.43,0.26,0.74,0.019,0.012,0.02,1.07,0.02,0.22,1740,0.06,0,0,511
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.26,0.77,0.018,0.005,0.05,0.98,0.13,0.17,610,0.05,0,0.01,494
870,855,30,8,30,0,30,0,30,650,60,24,0.41,0.24,0.8,0.015,0.024,0.03,1.02,0.1,0.18,510,0.04,0,0.01,517
870,855,30,8,30,0,30,0,30,650,60,24,0.41,0.25,0.74,0.013,0.019,0.05,0.99,0.08,0.16,700,0.03,0,0,480
870,855,30,8,30,0,30,0,30,650,60,24,0.39,0.28,0.77,0.021,0.018,0.09,1.08,0.15,0.19,1120,0.02,0,0.01,502
870,855,30,8,30,0,30,0,30,650,60,24,0.37,0.24,0.69,0.018,0.016,0.02,1,0.02,0.19,1740,0.06,0,0.01,504
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.29,0.77,0.015,0.017,0.12,1.1,0.09,0.15,500,0.09,0.01,0.01,505
870,855,30,8,30,0,30,0,30,650,60,24,0.42,0.28,0.75,0.015,0.008,0.07,1.04,0.12,0.17,820,0.04,0,0.01,502
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.26,0.74,0.024,0.017,0.13,1.01,0.15,0.17,500,0.1,0,0,496
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.25,0.87,0.011,0.015,0.07,1.06,0.11,0.18,700,0.07,0.01,0,501
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.22,0.7,0.01,0.004,0.04,0.94,0.12,0.17,820,0.02,0,0.02,517
870,855,30,8,30,0,30,0,30,650,60,24,0.4,0.25,0.74,0.014,0.028,0.24,0.96,0.1,0.18,510,0.04,0,0.03,523
870,855,30,8,30,0,30,0,30,650,60,24,0.44,0.26,0.75,0.017,0.012,0.02,1.05,0.02,0.21,1740,0.04,0,0,516
870,845,30,8,30,0,30,0,30,550,60,24,0.39,0.22,1.57,0.017,0.018,0.05,0.13,0.06,0,480,0.01,0,0.01,486
870,845,30,8,30,0,30,0,30,550,60,24,0.38,0.27,1.52,0.012,0.007,0.03,0.13,0.07,0,610,0.03,0,0.01,427
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.25,1.34,0.017,0.015,0.02,0.13,0.02,0,1740,0.06,0,0.01,510
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.22,1.56,0.011,0.019,0.06,0.09,0.05,0,530,0.02,0,0.01,451
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.24,1.51,0.02,0.008,0.04,0.22,0.08,0,610,0.02,0.01,0.02,425
870,845,30,8,30,0,30,0,30,550,60,24,0.38,0.21,1.59,0.017,0.015,0.03,0.2,0.05,0,480,0.02,0,0,432
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.25,1.38,0.017,0.012,0.02,0.03,0.02,0,1740,0.06,0,0.01,482
870,845,30,8,30,0,30,0,30,600,60,24,0.39,0.22,1.57,0.017,0.018,0.05,0.13,0.06,0,480,0.01,0,0.01,435
870,845,30,8,30,0,30,0,30,600,60,24,0.38,0.27,1.52,0.012,0.007,0.03,0.13,0.07,0,610,0.03,0,0.01,406
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.25,1.34,0.017,0.015,0.02,0.13,0.02,0,1740,0.06,0,0.01,470
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.22,1.56,0.011,0.019,0.06,0.09,0.05,0,530,0.02,0,0.01,438
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.24,1.51,0.02,0.008,0.04,0.22,0.08,0,610,0.02,0.01,0.02,404
870,845,30,8,30,0,30,0,30,600,60,24,0.38,0.21,1.59,0.017,0.015,0.03,0.2,0.05,0,480,0.02,0,0,406
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.25,1.38,0.017,0.012,0.02,0.03,0.02,0,1740,0.06,0,0.01,443
870,845,30,8,30,0,30,0,30,650,60,24,0.39,0.22,1.57,0.017,0.018,0.05,0.13,0.06,0,480,0.01,0,0.01,397
870,845,30,8,30,0,30,0,30,650,60,24,0.38,0.27,1.52,0.012,0.007,0.03,0.13,0.07,0,610,0.03,0,0.01,385
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.25,1.34,0.017,0.015,0.02,0.13,0.02,0,1740,0.06,0,0.01,425
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.22,1.56,0.011,0.019,0.06,0.09,0.05,0,530,0.02,0,0.01,396
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.24,1.51,0.02,0.008,0.04,0.22,0.08,0,610,0.02,0.01,0.02,380
870,845,30,8,30,0,30,0,30,650,60,24,0.38,0.21,1.59,0.017,0.015,0.03,0.2,0.05,0,480,0.02,0,0,363
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.25,1.38,0.017,0.012,0.02,0.03,0.02,0,1740,0.06,0,0.01,398
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.23,1.5,0.01,0.009,0.04,0.15,0.05,0,820,0.03,0,0,505
870,845,30,8,30,0,30,0,30,550,60,24,0.43,0.34,1.38,0.017,0.01,0.08,0.26,0.1,0,1100,0.03,0,0,536
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.21,1.6,0.014,0.015,0.03,0.12,0.07,0,480,0.02,0,0,484
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.24,1.58,0.014,0.022,0.06,0.17,0.07,0,480,0.02,0,0,495
870,845,30,8,30,0,30,0,30,550,60,24,0.42,0.21,1.51,0.026,0.019,0.02,0.12,0.01,0,1510,0,0,0.03,551
870,845,30,8,30,0,30,0,30,550,60,24,0.45,0.33,1.58,0.008,0.007,0.06,0.1,0.08,0,740,0.02,0,0.01,477
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.34,1.36,0.02,0.015,0.07,0.27,0.1,0,1100,0.04,0,0,530
870,845,30,8,30,0,30,0,30,550,60,24,0.4,0.25,1.47,0.027,0.016,0.02,0.04,0.01,0,1510,0,0,0.02,516
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.22,1.48,0.01,0.007,0.03,0.08,0.06,0,820,0.02,0,0.01,445
870,845,30,8,30,0,30,0,30,550,60,24,0.46,0.3,1.49,0.014,0.008,0.1,0.26,0.1,0,1100,0.03,0,0,551
870,845,30,8,30,0,30,0,30,550,60,24,0.43,0.26,1.46,0.012,0.017,0.02,0.19,0.02,0,1740,0.07,0,0,510
870,845,30,8,30,0,30,0,30,550,60,24,0.41,0.22,1.58,0.014,0.018,0.04,0.13,0.05,0,480,0.02,0,0,443
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.23,1.5,0.01,0.009,0.04,0.15,0.05,0,820,0.03,0,0,449
870,845,30,8,30,0,30,0,30,600,60,24,0.43,0.34,1.38,0.017,0.01,0.08,0.26,0.1,0,1100,0.03,0,0,502
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.21,1.6,0.014,0.015,0.03,0.12,0.07,0,480,0.02,0,0,451
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.24,1.58,0.014,0.022,0.06,0.17,0.07,0,480,0.02,0,0,459
870,845,30,8,30,0,30,0,30,600,60,24,0.42,0.21,1.51,0.026,0.019,0.02,0.12,0.01,0,1510,0,0,0.03,497
870,845,30,8,30,0,30,0,30,600,60,24,0.45,0.33,1.58,0.008,0.007,0.06,0.1,0.08,0,740,0.02,0,0.01,451
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.34,1.36,0.02,0.015,0.07,0.27,0.1,0,1100,0.04,0,0,497
870,845,30,8,30,0,30,0,30,600,60,24,0.4,0.25,1.47,0.027,0.016,0.02,0.04,0.01,0,1510,0,0,0.02,461
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.22,1.48,0.01,0.007,0.03,0.08,0.06,0,820,0.02,0,0.01,399
870,845,30,8,30,0,30,0,30,600,60,24,0.46,0.3,1.49,0.014,0.008,0.1,0.26,0.1,0,1100,0.03,0,0,502
870,845,30,8,30,0,30,0,30,600,60,24,0.43,0.26,1.46,0.012,0.017,0.02,0.19,0.02,0,1740,0.07,0,0,490
870,845,30,8,30,0,30,0,30,600,60,24,0.41,0.22,1.58,0.014,0.018,0.04,0.13,0.05,0,480,0.02,0,0,424
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.23,1.5,0.01,0.009,0.04,0.15,0.05,0,820,0.03,0,0,411
870,845,30,8,30,0,30,0,30,650,60,24,0.43,0.34,1.38,0.017,0.01,0.08,0.26,0.1,0,1100,0.03,0,0,448
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.21,1.6,0.014,0.015,0.03,0.12,0.07,0,480,0.02,0,0,404
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.24,1.58,0.014,0.022,0.06,0.17,0.07,0,480,0.02,0,0,411
870,845,30,8,30,0,30,0,30,650,60,24,0.42,0.21,1.51,0.026,0.019,0.02,0.12,0.01,0,1510,0,0,0.03,438
870,845,30,8,30,0,30,0,30,650,60,24,0.45,0.33,1.58,0.008,0.007,0.06,0.1,0.08,0,740,0.02,0,0.01,410
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.34,1.36,0.02,0.015,0.07,0.27,0.1,0,1100,0.04,0,0,450
870,845,30,8,30,0,30,0,30,650,60,24,0.4,0.25,1.47,0.027,0.016,0.02,0.04,0.01,0,1510,0,0,0.02,410
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.22,1.48,0.01,0.007,0.03,0.08,0.06,0,820,0.02,0,0.01,383
870,845,30,8,30,0,30,0,30,650,60,24,0.46,0.3,1.49,0.014,0.008,0.1,0.26,0.1,0,1100,0.03,0,0,460
870,845,30,8,30,0,30,0,30,650,60,24,0.43,0.26,1.46,0.012,0.017,0.02,0.19,0.02,0,1740,0.07,0,0,442
870,845,30,8,30,0,30,0,30,650,60,24,0.41,0.22,1.58,0.014,0.018,0.04,0.13,0.05,0,480,0.02,0,0,399
900,845,30,8,30,0,30,0,30,550,60,24,0.32,0.3,0.49,0.008,0.006,2.66,0.82,0.09,0,610,0,0,0.01,563
900,845,30,8,30,0,30,0,30,550,60,24,0.32,0.24,0.58,0.009,0.01,2.65,0.71,0.06,0,700,0.01,0.01,0.03,530
900,845,30,8,30,0,30,0,30,550,60,24,0.32,0.29,0.54,0.018,0.004,2.64,0.75,0.05,0,420,0,0,0.02,570
900,845,30,8,30,0,30,0,30,550,60,24,0.35,0.26,0.54,0.019,0.003,2.78,0.89,0.05,0,420,0,0,0.02,578
900,845,30,8,30,0,30,0,30,550,60,24,0.31,0.22,0.56,0.016,0.016,2.63,0.71,0.1,0,700,0.01,0,0.01,537
900,845,30,8,30,0,30,0,30,550,60,24,0.33,0.3,0.49,0.009,0.006,2.66,0.82,0.06,0,820,0.01,0,0.01,569
900,845,30,8,30,0,30,0,30,550,60,24,0.28,0.27,0.53,0.019,0.009,2.67,0.87,0.05,0,420,0.02,0,0.02,576
900,845,30,8,30,0,30,0,30,550,60,24,0.34,0.26,0.65,0.01,0.009,2.63,0.84,0.05,0,700,0.01,0,0.01,549
900,845,30,8,30,0,30,0,30,550,60,24,0.3,0.27,0.53,0.018,0.008,2.7,0.81,0.07,0,820,0.01,0,0.01,522
900,845,30,8,30,0,30,0,30,550,60,24,0.32,0.3,0.52,0.013,0.009,2.67,0.77,0.06,0,1740,0.03,0,0,570
900,845,30,8,30,0,30,0,30,600,60,24,0.32,0.3,0.49,0.008,0.006,2.66,0.82,0.09,0,610,0,0,0.01,510
900,845,30,8,30,0,30,0,30,600,60,24,0.32,0.24,0.58,0.009,0.01,2.65,0.71,0.06,0,700,0.01,0.01,0.03,510
900,845,30,8,30,0,30,0,30,600,60,24,0.32,0.29,0.54,0.018,0.004,2.64,0.75,0.05,0,420,0,0,0.02,517
900,845,30,8,30,0,30,0,30,600,60,24,0.35,0.26,0.54,0.019,0.003,2.78,0.89,0.05,0,420,0,0,0.02,540
