NT,THT,THt,THQCr,CT,Ct,DT,Dt,QmT,TT,Tt,TCr,C,Si,Mn,P,S,Ni,Cr,Cu,Mo,RedRatio,dA,dB,dC,Fatigue
900,845,30,8,30,0,30,0,30,600,60,24,0.31,0.22,0.56,0.016,0.016,2.63,0.71,0.1,0,700,0.01,0,0.01,518
900,845,30,8,30,0,30,0,30,600,60,24,0.33,0.3,0.49,0.009,0.006,2.66,0.82,0.06,0,820,0.01,0,0.01,523
900,845,30,8,30,0,30,0,30,600,60,24,0.28,0.27,0.53,0.019,0.009,2.67,0.87,0.05,0,420,0.02,0,0.02,537
900,845,30,8,30,0,30,0,30,600,60,24,0.34,0.26,0.65,0.01,0.009,2.63,0.84,0.05,0,700,0.01,0,0.01,536
900,845,30,8,30,0,30,0,30,600,60,24,0.3,0.27,0.53,0.018,0.008,2.7,0.81,0.07,0,820,0.01,0,0.01,503
900,845,30,8,30,0,30,0,30,600,60,24,0.32,0.3,0.52,0.013,0.009,2.67,0.77,0.06,0,1740,0.03,0,0,540
900,845,30,8,30,0,30,0,30,650,60,24,0.32,0.3,0.49,0.008,0.006,2.66,0.82,0.09,0,610,0,0,0.01,490
900,845,30,8,30,0,30,0,30,650,60,24,0.32,0.24,0.58,0.009,0.01,2.65,0.71,0.06,0,700,0.01,0.01,0.03,477
900,845,30,8,30,0,30,0,30,650,60,24,0.32,0.29,0.54,0.018,0.004,2.64,0.75,0.05,0,420,0,0,0.02,483
900,845,30,8,30,0,30,0,30,650,60,24,0.35,0.26,0.54,0.019,0.003,2.78,0.89,0.05,0,420,0,0,0.02,503
900,845,30,8,30,0,30,0,30,650,60,24,0.31,0.22,0.56,0.016,0.016,2.63,0.71,0.1,0,700,0.01,0,0.01,471
900,845,30,8,30,0,30,0,30,650,60,24,0.33,0.3,0.49,0.009,0.006,2.66,0.82,0.06,0,820,0.01,0,0.01,476
900,845,30,8,30,0,30,0,30,650,60,24,0.28,0.27,0.53,0.019,0.009,2.67,0.87,0.05,0,420,0.02,0,0.02,502
900,845,30,8,30,0,30,0,30,650,60,24,0.34,0.26,0.65,0.01,0.009,2.63,0.84,0.05,0,700,0.01,0,0.01,496
900,845,30,8,30,0,30,0,30,650,60,24,0.3,0.27,0.53,0.018,0.008,2.7,0.81,0.07,0,820,0.01,0,0.01,471
900,845,30,8,30,0,30,0,30,650,60,24,0.32,0.3,0.52,0.013,0.009,2.67,0.77,0.06,0,1740,0.03,0,0,497
870,845,30,8,30,0,30,0,30,580,60,24,0.39,0.19,0.77,0.01,0.012,1.67,0.72,0.07,0.18,640,0.01,0,0,591
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.23,0.7,0.011,0.01,1.82,0.78,0.09,0.18,740,0.05,0,0.01,590
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.29,0.79,0.022,0.009,1.92,0.96,0.05,0.24,420,0.03,0,0.01,606
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.25,0.7,0.021,0.02,1.63,0.71,0.08,0.17,590,0.07,0,0.01,584
870,845,30,8,30,0,30,0,30,580,60,24,0.38,0.26,0.71,0.016,0.017,1.8,0.75,0.04,0.23,5530,0.08,0,0.01,604
870,845,30,8,30,0,30,0,30,580,60,24,0.4,0.33,0.73,0.011,0.012,1.71,0.74,0.08,0.2,1290,0.06,0,0,591
870,845,30,8,30,0,30,0,30,580,60,24,0.42,0.25,0.73,0.012,0.021,1.69,0.73,0.09,0.22,640,0.02,0.01,0.01,588
870,845,30,8,30,0,30,0,30,580,60,24,0.38,0.26,0.71,0.016,0.008,1.66,0.72,0.12,0.16,590,0.06,0.01,0,588
870,845,30,8,30,0,30,0,30,580,60,24,0.41,0.29,0.74,0.013,0.01,1.84,0.74,0.12,0.22,820,0.04,0,0,550
870,845,30,8,30,0,30,0,30,580,60,24,0.39,0.25,0.71,0.015,0.013,1.76,0.82,0.09,0.23,640,0.03,0,0,609
870,845,30,8,30,0,30,0,30,580,60,24,0.38,0.29,0.7,0.012,0.008,1.75,0.74,0.07,0.19,820,0.04,0.01,0.01,604
870,845,30,8,30,0,30,0,30,580,60,24,0.42,0.3,0.78,0.016,0.004,1.9,0.86,0.04,0.24,420,0.03,0,0,619
870,845,30,8,30,0,30,0,30,580,60,24,0.37,0.29,0.76,0.017,0.01,1.88,0.9,0.03,0.24,420,0.07,0,0.01,643
870,845,30,8,30,0,30,0,30,580,60,24,0.43,0.26,0.68,0.012,0.018,1.62,0.68,0.09,0.17,590,0.07,0,0,569
870,845,30,8,30,0,30,0,30,630,60,24,0.39,0.19,0.77,0.01,0.012,1.67,0.72,0.07,0.18,640,0.01,0,0,551
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.23,0.7,0.011,0.01,1.82,0.78,0.09,0.18,740,0.05,0,0.01,543
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.29,0.79,0.022,0.009,1.92,0.96,0.05,0.24,420,0.03,0,0.01,543
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.25,0.7,0.021,0.02,1.63,0.71,0.08,0.17,590,0.07,0,0.01,524
870,845,30,8,30,0,30,0,30,630,60,24,0.38,0.26,0.71,0.016,0.017,1.8,0.75,0.04,0.23,5530,0.08,0,0.01,571
870,845,30,8,30,0,30,0,30,630,60,24,0.4,0.33,0.73,0.011,0.012,1.71,0.74,0.08,0.2,1290,0.06,0,0,542
870,845,30,8,30,0,30,0,30,630,60,24,0.42,0.25,0.73,0.012,0.021,1.69,0.73,0.09,0.22,640,0.02,0.01,0.01,531
870,845,30,8,30,0,30,0,30,630,60,24,0.38,0.26,0.71,0.016,0.008,1.66,0.72,0.12,0.16,590,0.06,0.01,0,531
870,845,30,8,30,0,30,0,30,630,60,24,0.41,0.29,0.74,0.013,0.01,1.84,0.74,0.12,0.22,820,0.04,0,0,512
870,845,30,8,30,0,30,0,30,630,60,24,0.39,0.25,0.71,0.015,0.013,1.76,0.82,0.09,0.23,640,0.03,0,0,563
870,845,30,8,30,0,30,0,30,630,60,24,0.38,0.29,0.7,0.012,0.008,1.75,0.74,0.07,0.19,820,0.04,0.01,0.01,550
870,845,30,8,30,0,30,0,30,630,60,24,0.42,0.3,0.78,0.016,0.004,1.9,0.86,0.04,0.24,420,0.03,0,0,583
870,845,30,8,30,0,30,0,30,630,60,24,0.37,0.29,0.76,0.017,0.01,1.88,0.9,0.03,0.24,420,0.07,0,0.01,583
870,845,30,8,30,0,30,0,30,630,60,24,0.43,0.26,0.68,0.012,0.018,1.62,0.68,0.09,0.17,590,0.07,0,0,550
870,845,30,8,30,0,30,0,30,680,60,24,0.39,0.19,0.77,0.01,0.012,1.67,0.72,0.07,0.18,640,0.01,0,0,482
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.23,0.7,0.011,0.01,1.82,0.78,0.09,0.18,740,0.05,0,0.01,482
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.29,0.79,0.022,0.009,1.92,0.96,0.05,0.24,420,0.03,0,0.01,490
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.25,0.7,0.021,0.02,1.63,0.71,0.08,0.17,590,0.07,0,0.01,476
870,845,30,8,30,0,30,0,30,680,60,24,0.38,0.26,0.71,0.016,0.017,1.8,0.75,0.04,0.23,5530,0.08,0,0.01,483
870,845,30,8,30,0,30,0,30,680,60,24,0.4,0.33,0.73,0.011,0.012,1.71,0.74,0.08,0.2,1290,0.06,0,0,480
870,845,30,8,30,0,30,0,30,680,60,24,0.42,0.25,0.73,0.012,0.021,1.69,0.73,0.09,0.22,640,0.02,0.01,0.01,491
870,845,30,8,30,0,30,0,30,680,60,24,0.38,0.26,0.71,0.016,0.008,1.66,0.72,0.12,0.16,590,0.06,0.01,0,471
870,845,30,8,30,0,30,0,30,680,60,24,0.41,0.29,0.74,0.013,0.01,1.84,0.74,0.12,0.22,820,0.04,0,0,469
870,845,30,8,30,0,30,0,30,680,60,24,0.39,0.25,0.71,0.015,0.013,1.76,0.82,0.09,0.23,640,0.03,0,0,490
870,845,30,8,30,0,30,0,30,680,60,24,0.38,0.29,0.7,0.012,0.008,1.75,0.74,0.07,0.19,820,0.04,0.01,0.01,483
870,845,30,8,30,0,30,0,30,680,60,24,0.42,0.3,0.78,0.016,0.004,1.9,0.86,0.04,0.24,420,0.03,0,0,498
870,845,30,8,30,0,30,0,30,680,60,24,0.37,0.29,0.76,0.017,0.01,1.88,0.9,0.03,0.24,420,0.07,0,0.01,491
870,845,30,8,30,0,30,0,30,680,60,24,0.43,0.26,0.68,0.012,0.018,1.62,0.68,0.09,0.17,590,0.07,0,0,463
870,845,30,8,30,0,30,0,30,580,60,24,0.47,0.28,0.72,0.011,0.007,1.76,0.79,0.06,0,740,0.03,0,0.01,600
870,845,30,8,30,0,30,0,30,580,60,24,0.47,0.19,0.76,0.013,0.013,1.67,0.71,0.06,0,640,0.02,0,0,615
870,845,30,8,30,0,30,0,30,580,60,24,0.44,0.25,0.74,0.01,0.009,1.74,0.79,0.09,0,820,0.02,0,0.02,607
870,845,30,8,30,0,30,0,30,580,60,24,0.45,0.16,0.79,0.009,0.016,1.65,0.73,0.05,0,640,0.01,0,0,596
870,845,30,8,30,0,30,0,30,580,60,24,0.48,0.2,0.7,0.01,0.016,1.66,0.73,0.11,0,640,0.03,0,0,618
870,845,30,8,30,0,30,0,30,580,60,24,0.49,0.29,0.69,0.014,0.011,1.8,0.77,0.07,0,820,0.06,0,0.01,585
870,845,30,8,30,0,30,0,30,630,60,24,0.47,0.28,0.72,0.011,0.007,1.76,0.79,0.06,0,740,0.03,0,0.01,551
870,845,30,8,30,0,30,0,30,630,60,24,0.47,0.19,0.76,0.013,0.013,1.67,0.71,0.06,0,640,0.02,0,0,556
870,845,30,8,30,0,30,0,30,630,60,24,0.44,0.25,0.74,0.01,0.009,1.74,0.79,0.09,0,820,0.02,0,0.02,550
870,845,30,8,30,0,30,0,30,630,60,24,0.45,0.16,0.79,0.009,0.016,1.65,0.73,0.05,0,640,0.01,0,0,537
870,845,30,8,30,0,30,0,30,630,60,24,0.48,0.2,0.7,0.01,0.016,1.66,0.73,0.11,0,640,0.03,0,0,543
870,845,30,8,30,0,30,0,30,630,60,24,0.49,0.29,0.69,0.014,0.011,1.8,0.77,0.07,0,820,0.06,0,0.01,543
870,845,30,8,30,0,30,0,30,680,60,24,0.47,0.28,0.72,0.011,0.007,1.76,0.79,0.06,0,740,0.03,0,0.01,471
870,845,30,8,30,0,30,0,30,680,60,24,0.47,0.19,0.76,0.013,0.013,1.67,0.71,0.06,0,640,0.02,0,0,476
870,845,30,8,30,0,30,0,30,680,60,24,0.44,0.25,0.74,0.01,0.009,1.74,0.79,0.09,0,820,0.02,0,0.02,482
870,845,30,8,30,0,30,0,30,680,60,24,0.45,0.16,0.79,0.009,0.016,1.65,0.73,0.05,0,640,0.01,0,0,477
870,845,30,8,30,0,30,0,30,680,60,24,0.48,0.2,0.7,0.01,0.016,1.66,0.73,0.11,0,640,0.03,0,0,491
870,845,30,8,30,0,30,0,30,680,60,24,0.49,0.29,0.69,0.014,0.011,1.8,0.77,0.07,0,820,0.06,0,0.01,479
845,845,30,8,30,0,30,0,30,430,60,24,0.6,1.96,0.85,0.019,0.004,0.05,0.15,0.12,0,721,0.017,0,0.021,781
845,845,30,8,30,0,30,0,30,430,60,24,0.59,1.99,0.92,0.027,0.01,0.01,0.15,0.01,0,1228,0.04,0,0,698
845,845,30,8,30,0,30,0,30,430,60,24,0.61,2.05,0.86,0.019,0.014,0.16,0.16,0.12,0,1455,0.07,0,0.01,906
845,845,30,8,30,0,30,0,30,500,60,24,0.6,1.96,0.85,0.019,0.004,0.05,0.15,0.12,0,721,0.017,0,0.021,740
845,845,30,8,30,0,30,0,30,500,60,24,0.59,1.99,0.92,0.027,0.01,0.01,0.15,0.01,0,1228,0.04,0,0,678
845,845,30,8,30,0,30,0,30,500,60,24,0.61,2.05,0.86,0.019,0.014,0.16,0.16,0.12,0,1455,0.07,0,0.01,770
845,845,30,8,30,0,30,0,30,420,60,24,0.61,0.28,0.87,0.019,0.02,0.08,0.87,0.2,0.05,622,0.067,0,0.012,794
845,845,30,8,30,0,30,0,30,420,60,24,0.63,0.17,0.77,0.026,0.014,0.03,0.81,0.02,0.01,289,0.05,0,0,855
845,845,30,8,30,0,30,0,30,420,60,24,0.62,0.29,0.88,0.026,0.007,0.05,0.75,0.12,0.03,796,0.058,0,0.004,768
845,845,30,8,30,0,30,0,30,490,60,24,0.61,0.28,0.87,0.019,0.02,0.08,0.87,0.2,0.05,622,0.067,0,0.012,745
845,845,30,8,30,0,30,0,30,490,60,24,0.63,0.17,0.77,0.026,0.014,0.03,0.81,0.02,0.01,289,0.05,0,0,707
845,845,30,8,30,0,30,0,30,490,60,24,0.62,0.29,0.88,0.026,0.007,0.05,0.75,0.12,0.03,796,0.058,0,0.004,718
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.49,0.69,0.011,0.007,0.02,0.74,0.01,0,925,0.03,0,0,874
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.31,0.75,0.004,0.004,0.04,0.63,0.06,0.01,1455,0.02,0.01,0.01,829
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.51,0.68,0.013,0.011,0.13,0.68,0.26,0.05,622,0.05,0,0.058,700
845,845,30,8,30,0,30,0,30,500,60,24,0.54,1.5,0.69,0.013,0.007,0.02,0.74,0.01,0,925,0.03,0,0,806
845,845,30,8,30,0,30,0,30,500,60,24,0.53,1.31,0.75,0.007,0.003,0.04,0.64,0.06,0.01,1455,0.02,0.01,0.01,720
845,845,30,8,30,0,30,0,30,500,60,24,0.53,1.5,0.67,0.014,0.011,0.13,0.67,0.26,0.05,622,0.05,0,0.058,688
930,30,0,0,930,139.8,850,15,60,160,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1034
930,30,0,0,930,139.8,850,15,60,160,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1139
930,30,0,0,930,139.8,850,15,60,160,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,1002
930,30,0,0,930,469.8,850,15,60,160,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1056
930,30,0,0,930,469.8,850,15,60,160,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1124
930,30,0,0,930,469.8,850,15,60,160,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,1082
930,30,0,0,930,540,850,15,140,160,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1054
930,30,0,0,930,540,850,15,140,160,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1190
930,30,0,0,930,540,850,15,140,160,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,935
930,30,0,0,930,469.8,850,15,60,200,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1037
930,30,0,0,930,469.8,850,15,60,200,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1110
930,30,0,0,930,469.8,850,15,60,200,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,1035
930,30,0,0,930,130.2,882.381,25.2,60,160,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,927
930,30,0,0,930,130.2,882.381,25.2,60,160,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,976
930,30,0,0,930,130.2,882.381,25.2,60,160,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,986
930,30,0,0,930,450,895.517,34.8,60,160,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,956
930,30,0,0,930,450,895.517,34.8,60,160,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,946
930,30,0,0,930,450,895.517,34.8,60,160,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,1089
930,30,0,0,930,510,903.333,45,140,160,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,960
930,30,0,0,930,510,903.333,45,140,160,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,1033
930,30,0,0,930,510,903.333,45,140,160,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,1080
930,30,0,0,930,450,895.517,34.8,60,200,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,924
930,30,0,0,930,450,895.517,34.8,60,200,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,1009
930,30,0,0,930,450,895.517,34.8,60,200,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,1053
930,30,0,0,930,100.2,895.517,34.8,60,160,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,854
930,30,0,0,930,100.2,895.517,34.8,60,160,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1086
930,30,0,0,930,100.2,895.517,34.8,60,160,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,889
930,30,0,0,930,499.8,895.812,70.2,60,160,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,884
930,30,0,0,930,499.8,895.812,70.2,60,160,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1057
930,30,0,0,930,499.8,895.812,70.2,60,160,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,900
930,30,0,0,930,529.8,895.812,70.2,140,160,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,876
930,30,0,0,930,529.8,895.812,70.2,140,160,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1068
930,30,0,0,930,529.8,895.812,70.2,140,160,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,838
930,30,0,0,930,499.8,895.812,70.2,60,200,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,873
930,30,0,0,930,499.8,895.812,70.2,60,200,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1120
930,30,0,0,930,499.8,895.812,70.2,60,200,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,898
930,30,0,0,930,90,881.807,49.8,60,160,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1074
930,30,0,0,930,90,881.807,49.8,60,160,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1006
930,30,0,0,930,90,881.807,49.8,60,160,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,858
930,30,0,0,930,340.2,895.812,70.2,60,160,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1144
930,30,0,0,930,340.2,895.812,70.2,60,160,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1028
930,30,0,0,930,340.2,895.812,70.2,60,160,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,948
930,30,0,0,930,340.2,895.812,70.2,140,160,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1080
930,30,0,0,930,340.2,895.812,70.2,140,160,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1030
930,30,0,0,930,340.2,895.812,70.2,140,160,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,957
930,30,0,0,930,340.2,895.812,70.2,60,200,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1104
930,30,0,0,930,340.2,895.812,70.2,60,200,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1008
930,30,0,0,930,340.2,895.812,70.2,60,200,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,882